warren_beatty	actorstarredinmovie	bonnie_and_clyde	warren_beatty	bonnie_and_clyde	http://dbpedia.org/resource/Warren_Beatty	http://dbpedia.org/resource/Bonnie_and_Clyde_(film)	http://dbpedia.org/resource/Warren_Beatty	http://dbpedia.org/resource/Bonnie_and_Clyde_(film)
geoffrey_rush	actorstarredinmovie	shine	geoffrey_rush	shine	http://dbpedia.org/resource/Geoffrey_Rush	http://dbpedia.org/resource/Shine_(film)	http://dbpedia.org/resource/Geoffrey_Rush	http://dbpedia.org/resource/Shine_(film)
gary_cooper	actorstarredinmovie	high_noon	gary_cooper	high_noon	http://dbpedia.org/resource/Gary_Cooper	http://dbpedia.org/resource/High_Noon	http://dbpedia.org/resource/Gary_Cooper	http://dbpedia.org/resource/High_Noon
glenn_close	actorstarredinmovie	fatal_attraction	glenn_close	fatal_attraction	http://dbpedia.org/resource/Glenn_Close	http://dbpedia.org/resource/Fatal_Attraction	http://dbpedia.org/resource/Glenn_Close	http://dbpedia.org/resource/Fatal_Attraction
meg_ryan	actorstarredinmovie	life	meg_ryan	life	http://dbpedia.org/resource/Meg_Ryan	http://dbpedia.org/resource/Proof_of_Life	http://dbpedia.org/resource/Meg_Ryan	http://dbpedia.org/resource/Life_(magazine)
jodie_foster	actorstarredinmovie	contact	jodie_foster	contact	http://dbpedia.org/resource/Jodie_Foster	http://dbpedia.org/resource/Contact_(film)	http://dbpedia.org/resource/Jodie_Foster	http://dbpedia.org/resource/Contact_(film)
john_carpenter	actorstarredinmovie	halloween	john_carpenter	halloween	http://dbpedia.org/resource/John_Carpenter	http://dbpedia.org/resource/Halloween_(1978_film)	http://dbpedia.org/resource/John_Carpenter	http://dbpedia.org/resource/Halloween
ernest_borgnine	actorstarredinmovie	marty	ernest_borgnine	marty	http://dbpedia.org/resource/Ernest_Borgnine	http://dbpedia.org/resource/Marty_(film)	http://dbpedia.org/resource/Ernest_Borgnine	http://dbpedia.org/resource/Marty_(film)
kurt_russell	actorstarredinmovie	miracle	kurt_russell	miracle	http://dbpedia.org/resource/Kurt_Russell	http://dbpedia.org/resource/Miracle_(film)	http://dbpedia.org/resource/Kurt_Russell	http://dbpedia.org/resource/Miracle
john_travolta	actorstarredinmovie	pulp_fiction	john_travolta	pulp_fiction	http://dbpedia.org/resource/John_Travolta	http://dbpedia.org/resource/Pulp_Fiction	http://dbpedia.org/resource/John_Travolta	http://dbpedia.org/resource/Pulp_Fiction
al_pacino	actorstarredinmovie	scarface	al_pacino	scarface	http://dbpedia.org/resource/Al_Pacino	http://dbpedia.org/resource/Scarface_(1983_film)	http://dbpedia.org/resource/Al_Pacino	http://dbpedia.org/resource/Scarface_(rapper)
morgan_freeman	actorstarredinmovie	seven	morgan_freeman	seven	http://dbpedia.org/resource/Morgan_Freeman	http://dbpedia.org/resource/Seven_(film)	http://dbpedia.org/resource/Morgan_Freeman	http://dbpedia.org/resource/Seven_Network
mel_gibson	actorstarredinmovie	signs	mel_gibson	signs	http://dbpedia.org/resource/Mel_Gibson	http://dbpedia.org/resource/Signs_(film)	http://dbpedia.org/resource/Mel_Gibson	http://dbpedia.org/resource/Signs_(film)
brad_pitt	actorstarredinmovie	snatch	brad_pitt	snatch	http://dbpedia.org/resource/Brad_Pitt	http://dbpedia.org/resource/Snatch_(film)	http://dbpedia.org/resource/Brad_Pitt	http://dbpedia.org/resource/Snatch_(weightlifting)
nicolas_cage	actorstarredinmovie	ghost_rider	nicolas_cage	ghost_rider	http://dbpedia.org/resource/Nicolas_Cage	http://dbpedia.org/resource/Ghost_Rider_(film)	http://dbpedia.org/resource/Nicolas_Cage	http://dbpedia.org/resource/Ghost_Rider_(comics)
don_cheadle	actorstarredinmovie	hotel_rwanda	don_cheadle	hotel_rwanda	http://dbpedia.org/resource/Don_Cheadle	http://dbpedia.org/resource/Hotel_Rwanda	http://dbpedia.org/resource/Don_Cheadle	http://dbpedia.org/resource/Hotel_Rwanda
lou_ferrigno	actorstarredinmovie	hulk	lou_ferrigno	hulk	http://dbpedia.org/resource/Lou_Ferrigno	http://dbpedia.org/resource/The_Incredible_Hulk_(TV_series)	http://dbpedia.org/resource/Lou_Ferrigno	http://dbpedia.org/resource/Hulk_(comics)
ray_liotta	actorstarredinmovie	goodfellas	ray_liotta	goodfellas	http://dbpedia.org/resource/Ray_Liotta	http://dbpedia.org/resource/Goodfellas	http://dbpedia.org/resource/Ray_Liotta	http://dbpedia.org/resource/Goodfellas
christopher_reeve	actorstarredinmovie	superman	christopher_reeve	superman	http://dbpedia.org/resource/Christopher_Reeve	http://dbpedia.org/resource/Superman_(film)	http://dbpedia.org/resource/Christopher_Reeve	http://dbpedia.org/resource/Superman
miley_cyrus	actorstarredinmovie	hannah_montana	miley_cyrus	hannah_montana	http://dbpedia.org/resource/Miley_Cyrus	http://dbpedia.org/resource/Hannah_Montana:_The_Movie	http://dbpedia.org/resource/Miley_Cyrus	http://dbpedia.org/resource/Hannah_Montana
billy_zane	actorstarredinmovie	titanic	billy_zane	titanic	http://dbpedia.org/resource/Billy_Zane	http://dbpedia.org/resource/Titanic_(1997_film)	http://dbpedia.org/resource/Billy_Zane	http://dbpedia.org/resource/Titanic_(1997_film)
sam_mendes	actorstarredinmovie	american_beauty	sam_mendes	american_beauty	http://dbpedia.org/resource/Sam_Mendes	http://dbpedia.org/resource/American_Beauty_(film)	http://dbpedia.org/resource/Sam_Mendes	http://dbpedia.org/resource/American_Beauty_(film)
harrison_ford	actorstarredinmovie	working_girl	harrison_ford	working_girl	http://dbpedia.org/resource/Harrison_Ford	http://dbpedia.org/resource/Working_Girl	http://dbpedia.org/resource/Harrison_Ford	http://dbpedia.org/resource/Working_Girl
peter_jackson	actorstarredinmovie	king_kong	peter_jackson	king_kong	http://dbpedia.org/resource/Peter_Jackson	http://dbpedia.org/resource/King_Kong_(2005_film)	http://dbpedia.org/resource/Peter_Jackson	http://dbpedia.org/resource/King_Kong
dean_cain	actorstarredinmovie	superman	dean_cain	superman_2	http://dbpedia.org/resource/Dean_Cain	?	http://dbpedia.org/resource/Dean_Cain	http://dbpedia.org/resource/Superman
john_carradine	actorstarredinmovie	dracula	john_carradine	dracula	http://dbpedia.org/resource/John_Carradine	?	http://dbpedia.org/resource/John_Carradine	http://dbpedia.org/resource/Dracula
bennett_miller	actorstarredinmovie	capote	bennett_miller	capote	http://dbpedia.org/resource/Bennett_Miller	http://dbpedia.org/resource/Capote_(film)	http://dbpedia.org/resource/Bennett_Miller	http://dbpedia.org/resource/Capote_(film)
mickey_rourke	actorstarredinmovie	sin_city	mickey_rourke	sin_city	http://dbpedia.org/resource/Mickey_Rourke	http://dbpedia.org/resource/Sin_City_(film)	http://dbpedia.org/resource/Mickey_Rourke	http://dbpedia.org/resource/Sin_City_(film)
sally_field	actorstarredinmovie	places_in_the_heart	sally_field	places_in_the_heart	http://dbpedia.org/resource/Sally_Field	http://dbpedia.org/resource/Places_in_the_Heart	http://dbpedia.org/resource/Sally_Field	http://dbpedia.org/resource/Places_in_the_Heart
judi_dench	actorstarredinmovie	notes_on_a_scandal	judi_dench	notes_on_a_scandal	http://dbpedia.org/resource/Judi_Dench	http://dbpedia.org/resource/Notes_on_a_Scandal_(film)	http://dbpedia.org/resource/Judi_Dench	http://dbpedia.org/resource/Notes_on_a_Scandal_(film)
christopher_walken	actorstarredinmovie	true_romance	christopher_walken	true_romance	http://dbpedia.org/resource/Christopher_Walken	http://dbpedia.org/resource/True_Romance	http://dbpedia.org/resource/Christopher_Walken	http://dbpedia.org/resource/True_Romance
vince_vaughn	actorstarredinmovie	fred_claus	vince_vaughn	fred_claus	http://dbpedia.org/resource/Vince_Vaughn	http://dbpedia.org/resource/Fred_Claus	http://dbpedia.org/resource/Vince_Vaughn	http://dbpedia.org/resource/Fred_Claus
uma_thurman	actorstarredinmovie	pulp_fiction	uma_thurman	pulp_fiction_2	http://dbpedia.org/resource/Uma_Thurman	http://dbpedia.org/resource/Pulp_Fiction	http://dbpedia.org/resource/Uma_Thurman	http://dbpedia.org/resource/Pulp_Fiction
robert_rodriguez	actorstarredinmovie	sin_city	robert_rodriguez	sin_city_2	http://dbpedia.org/resource/Robert_Rodriguez	http://dbpedia.org/resource/Sin_City_(film)	http://dbpedia.org/resource/Robert_Rodriguez	http://dbpedia.org/resource/Sin_City_(film)
naomi_watts	actorstarredinmovie	the_ring	naomi_watts	the_ring	http://dbpedia.org/resource/Naomi_Watts	http://dbpedia.org/resource/The_Ring_(2002_film)	http://dbpedia.org/resource/Naomi_Watts	http://dbpedia.org/resource/The_Ring_(magazine)
tom_cruise	actorstarredinmovie	a_few_good_men	tom_cruise	a_few_good_men	http://dbpedia.org/resource/Tom_Cruise	http://dbpedia.org/resource/A_Few_Good_Men	http://dbpedia.org/resource/Tom_Cruise	http://dbpedia.org/resource/A_Few_Good_Men
oliver_stone	actorstarredinmovie	platoon	oliver_stone	platoon	http://dbpedia.org/resource/Oliver_Stone	http://dbpedia.org/resource/Platoon_(film)	http://dbpedia.org/resource/Oliver_Stone	http://dbpedia.org/resource/Platoon
ferrell	actorstarredinmovie	blades_of_glory	ferrell	blades_of_glory	http://dbpedia.org/resource/Will_Ferrell	http://dbpedia.org/resource/Blades_of_Glory	http://dbpedia.org/resource/Andy_Ferrell	http://dbpedia.org/resource/Blades_of_Glory
jamie_foxx	actorstarredinmovie	collateral	jamie_foxx	collateral	http://dbpedia.org/resource/Jamie_Foxx	http://dbpedia.org/resource/Collateral_(film)	http://dbpedia.org/resource/Jamie_Foxx	http://dbpedia.org/resource/Collateral_(finance)
jodie_foster	actorstarredinmovie	the_silence_of_the_lambs	jodie_foster_2	the_silence_of_the_lambs	http://dbpedia.org/resource/Jodie_Foster	http://dbpedia.org/resource/The_Silence_of_the_Lambs_(film)	http://dbpedia.org/resource/Jodie_Foster	http://dbpedia.org/resource/The_Silence_of_the_Lambs_(film)
chris_tucker	actorstarredinmovie	rush_hour	chris_tucker	rush_hour	http://dbpedia.org/resource/Chris_Tucker	http://dbpedia.org/resource/Rush_Hour_(1998_film)	http://dbpedia.org/resource/Chris_Tucker	http://dbpedia.org/resource/Rush_hour
charlie_chaplin	actorstarredinmovie	modern_times	charlie_chaplin	modern_times	http://dbpedia.org/resource/Charlie_Chaplin	http://dbpedia.org/resource/Modern_Times_(film)	http://dbpedia.org/resource/Charlie_Chaplin	http://dbpedia.org/resource/Modern_Times_(film)
adam_sandler	actorstarredinmovie	billy_madison	adam_sandler	billy_madison	http://dbpedia.org/resource/Adam_Sandler	http://dbpedia.org/resource/Billy_Madison	http://dbpedia.org/resource/Adam_Sandler	http://dbpedia.org/resource/Billy_Madison
luke_wilson	actorstarredinmovie	old_school	luke_wilson	old_school	http://dbpedia.org/resource/Luke_Wilson	http://dbpedia.org/resource/Old_School_(film)	http://dbpedia.org/resource/Luke_Wilson	http://dbpedia.org/resource/Old_School_(film)
bruce_willis	actorstarredinmovie	pulp_fiction	bruce_willis	pulp_fiction_3	http://dbpedia.org/resource/Bruce_Willis	http://dbpedia.org/resource/Pulp_Fiction	http://dbpedia.org/resource/Bruce_Willis	http://dbpedia.org/resource/Pulp_Fiction
katharine_hepburn	actorstarredinmovie	morning_glory	katharine_hepburn	morning_glory	http://dbpedia.org/resource/Katharine_Hepburn	http://dbpedia.org/resource/Morning_Glory_(1933_film)	http://dbpedia.org/resource/Katharine_Hepburn	http://dbpedia.org/resource/Morning_glory
william_holden	actorstarredinmovie	sunset_boulevard	william_holden	sunset_boulevard	http://dbpedia.org/resource/William_Holden	http://dbpedia.org/resource/Sunset_Boulevard_(film)	http://dbpedia.org/resource/William_Holden	http://dbpedia.org/resource/Sunset_Boulevard
ben_affleck	actorstarredinmovie	pearl_harbor	ben_affleck	pearl_harbor	http://dbpedia.org/resource/Ben_Affleck	http://dbpedia.org/resource/Pearl_Harbor_(film)	http://dbpedia.org/resource/Ben_Affleck	http://dbpedia.org/resource/Pearl_Harbor
fay_wray	actorstarredinmovie	king_kong	fay_wray	king_kong_2	http://dbpedia.org/resource/Fay_Wray	http://dbpedia.org/resource/King_Kong_(1933_film)	http://dbpedia.org/resource/Fay_Wray	http://dbpedia.org/resource/King_Kong
gene_hackman	actorstarredinmovie	hoosiers	gene_hackman	hoosiers	http://dbpedia.org/resource/Gene_Hackman	http://dbpedia.org/resource/Hoosiers	http://dbpedia.org/resource/Gene_Hackman	http://dbpedia.org/resource/Hoosiers
tom_cruise	actorstarredinmovie	collateral	tom_cruise_2	collateral_2	http://dbpedia.org/resource/Tom_Cruise	http://dbpedia.org/resource/Collateral_(film)	http://dbpedia.org/resource/Tom_Cruise	http://dbpedia.org/resource/Collateral_(finance)
holly_hunter	actorstarredinmovie	the_piano	holly_hunter	the_piano	http://dbpedia.org/resource/Holly_Hunter	http://dbpedia.org/resource/The_Piano	http://dbpedia.org/resource/Holly_Hunter	http://dbpedia.org/resource/The_Piano
ben_stiller	actorstarredinmovie	meet_the_parents	ben_stiller	meet_the_parents	http://dbpedia.org/resource/Ben_Stiller	http://dbpedia.org/resource/Meet_the_Parents	http://dbpedia.org/resource/Ben_Stiller	http://dbpedia.org/resource/Meet_the_Parents
sylvester_stallone	actorstarredinmovie	demolition_man	sylvester_stallone	demolition_man	http://dbpedia.org/resource/Sylvester_Stallone	http://dbpedia.org/resource/Demolition_Man_(film)	http://dbpedia.org/resource/Sylvester_Stallone	http://dbpedia.org/resource/Demolition_Man_(film)
laurence_olivier	actorstarredinmovie	rebecca	laurence_olivier	rebecca	http://dbpedia.org/resource/Laurence_Olivier	http://dbpedia.org/resource/Rebecca_(1940_film)	http://dbpedia.org/resource/Laurence_Olivier	http://dbpedia.org/resource/Rebecca_(1940_film)
forest_whitaker	actorstarredinmovie	the_last_king_of_scotland	forest_whitaker	the_last_king_of_scotland	http://dbpedia.org/resource/Forest_Whitaker	http://dbpedia.org/resource/The_Last_King_of_Scotland_(film)	http://dbpedia.org/resource/Forest_Whitaker	http://dbpedia.org/resource/The_Last_King_of_Scotland_(film)
humphrey_bogart	actorstarredinmovie	casablanca	humphrey_bogart	casablanca	http://dbpedia.org/resource/Humphrey_Bogart	http://dbpedia.org/resource/Casablanca_(film)	http://dbpedia.org/resource/Humphrey_Bogart	http://dbpedia.org/resource/Casablanca
reese_witherspoon	actorstarredinmovie	walk_the_line	reese_witherspoon	walk_the_line	http://dbpedia.org/resource/Reese_Witherspoon	http://dbpedia.org/resource/Walk_the_Line	http://dbpedia.org/resource/Reese_Witherspoon	http://dbpedia.org/resource/Walk_the_Line
ron_livingston	actorstarredinmovie	office_space	ron_livingston	office_space	http://dbpedia.org/resource/Ron_Livingston	http://dbpedia.org/resource/Office_Space	http://dbpedia.org/resource/Ron_Livingston	http://dbpedia.org/resource/Office_Space
josh_duhamel	actorstarredinmovie	transformers	josh_duhamel	transformers	http://dbpedia.org/resource/Josh_Duhamel	http://dbpedia.org/resource/Transformers_(film)	http://dbpedia.org/resource/Josh_Duhamel	http://dbpedia.org/resource/Transformers
diane_keaton	actorstarredinmovie	annie_hall	diane_keaton	annie_hall	http://dbpedia.org/resource/Diane_Keaton	http://dbpedia.org/resource/Annie_Hall	http://dbpedia.org/resource/Diane_Keaton	http://dbpedia.org/resource/Annie_Hall
helen_hunt	actorstarredinmovie	twister	helen_hunt	twister	http://dbpedia.org/resource/Helen_Hunt	http://dbpedia.org/resource/Twister_(1996_film)	http://dbpedia.org/resource/Helen_Hunt	http://dbpedia.org/resource/Twister_(1996_film)
alan_arkin	actorstarredinmovie	little_miss_sunshine	alan_arkin	little_miss_sunshine	http://dbpedia.org/resource/Alan_Arkin	http://dbpedia.org/resource/Little_Miss_Sunshine	http://dbpedia.org/resource/Alan_Arkin	http://dbpedia.org/resource/Little_Miss_Sunshine
